Frame,Arm Reach,Cadence,Objects,Area Size
576,0.22803309172729672,5.0,4968,718022.0
577,0.17301956267023874,1.0,5014,607854.5
578,0.11841095780273797,1.0,5533,503575.5
579,0.10572632612615081,1.0,5749,522276.0
580,0.10980510311371232,1.0,6325,395737.0
581,0.06317548717391114,1.0,5070,641995.0
582,0.039213527215084344,1.0,4658,666613.5
583,0.04648526677242729,1.0,5251,404355.0
584,0.019603338659379105,1.0,5196,519933.0
585,0.04612344753973744,1.0,5346,560453.5
586,0.041336942690625794,1.0,5204,804190.0
587,0.050908991364929046,1.0,5258,613646.5
588,0.06099657070916672,1.0,5272,567298.0
589,0.06596363844493129,1.0,5294,567082.0
590,0.07625395584940622,1.0,5333,575028.0
591,0.07814314562404015,1.0,5465,577453.0
592,0.07950914300556332,1.0,5556,557151.5
593,0.08130778991065296,1.0,5730,588906.5
594,0.08188711571625072,1.0,5536,475602.5
595,0.08612385492985855,1.0,5858,444862.5
596,0.08840256143413637,1.0,6108,498380.0
597,0.09285444387080544,1.0,6279,501899.5
598,0.15519262412679324,1.0,6271,444579.5
599,0.1299873950267456,1.0,6529,443748.5
600,,1.0,6785,434887.0
601,,1.0,6585,429508.0
602,0.20014523950983962,3.0,6617,419984.5
603,0.172518161907589,1.0,6696,392227.0
604,0.23461757677117548,1.0,6210,481630.5
605,0.29463760451049475,1.0,6069,447617.5
606,0.23427915897518709,1.0,6717,303213.0
607,0.23456968228214162,1.0,6843,633973.5
608,0.2760134239140632,1.0,6834,701840.5
609,,1.0,6204,650031.0
610,,1.0,5977,646563.0
611,,1.0,6023,384358.5
612,,1.0,6071,801854.0
613,,1.0,6022,453435.0
614,0.04306544215942504,6.0,6257,557965.0
615,0.23645400843906308,1.0,7106,329400.5
616,0.14964657186045804,1.0,7781,180065.5
617,0.12295990933406348,1.0,8060,139490.0
618,0.09221636602469502,1.0,7881,139068.5
619,,1.0,7353,147479.0
620,0.17242699421408464,2.0,7225,181282.5
621,,2.0,7031,210906.0
622,,2.0,7227,227586.5
623,0.27791520660957647,3.0,6827,219314.5
624,,3.0,6787,200837.0
625,,3.0,6873,181066.0
626,0.20043164001797567,3.0,7123,165045.0
627,0.16853594601562052,1.0,6931,154746.0
628,0.035665920672496326,1.0,6651,184585.0
629,0.02580215409390522,1.0,6119,173804.5
630,0.16972760360496433,1.0,5712,278088.0
631,0.17039458540210237,1.0,6225,228276.5
632,0.0742464156597736,1.0,5924,375968.0
633,,1.0,6123,350699.0
634,,1.0,6584,294454.0
635,,1.0,6395,328896.0
636,,1.0,6428,304307.5
637,,1.0,6133,336999.0
638,,1.0,6150,343904.0
639,0.4696553034039583,7.0,5614,458824.0
640,0.20221140855215078,1.0,5305,463103.0
641,0.14438796168730636,1.0,5445,480651.5
642,0.1156048190807637,1.0,5832,528253.5
643,0.13322956074288234,1.0,6034,673318.0
644,0.027033270457924596,1.0,5589,576783.5
645,0.04776960913927312,1.0,6280,488433.5
646,,1.0,5290,323273.0
647,,1.0,5617,370771.0
648,,1.0,6488,356799.5
649,,1.0,6489,292992.0
650,,1.0,6852,262032.0
651,,1.0,6399,269496.5
652,,1.0,6628,356130.5
653,0.21026735582762027,8.0,6322,402325.5
654,0.19953628282657052,1.0,6288,478265.5
655,0.16361532053944566,1.0,5544,570565.5
656,0.08298207774767033,1.0,5081,545788.0
657,,1.0,6236,473281.5
658,,1.0,6708,340802.5
659,0.11425346590980626,3.0,6711,718606.0
660,0.1556039893960279,1.0,6559,584378.5
661,0.16591600319445984,1.0,6166,640241.0
662,0.170252723364076,1.0,5313,426357.5
663,0.1570550616495906,1.0,5682,404169.0
664,0.15109788860200585,1.0,5525,775918.5
665,0.10383763417619232,1.0,4762,461117.0
666,0.03350518315291159,1.0,5355,450865.0
667,0.09489777910175133,1.0,5217,441679.0
668,0.08155524272869728,1.0,5253,449297.0
669,0.03745583457105589,1.0,5808,447232.5
670,0.006960663668467765,1.0,5532,700899.5
671,,1.0,4217,896132.0
672,,1.0,3984,682778.0
673,,1.0,3743,654589.0
674,,1.0,4323,509934.0
675,,1.0,5691,393060.0
676,,1.0,4930,614370.5
677,,1.0,4673,1009835.0
678,,1.0,4510,1021714.0
679,,1.0,4935,640055.5
680,,1.0,5194,618592.5
681,,1.0,5451,610595.5
682,,1.0,5377,593260.0
683,,1.0,5451,882089.5
684,0.1261284976697323,14.0,4205,1016612.5
685,0.07637785540360363,1.0,3618,1011524.5
686,,1.0,3996,956618.5
687,,1.0,4210,951863.0
688,,1.0,5339,579861.0
689,,1.0,5436,853856.5
690,,1.0,4913,868264.0
691,,1.0,5091,559663.0
692,,1.0,4548,701703.0
693,,1.0,4385,558067.5
694,,1.0,4670,532599.0
695,,1.0,5211,516869.0
696,0.06744460198205152,11.0,4662,533163.5
697,0.02693710201534845,1.0,4586,553128.0
698,0.02272415258214629,1.0,4746,551925.0
699,,1.0,4946,516483.0
700,,1.0,4854,528648.0
701,,1.0,5422,521771.0
702,,1.0,5665,487587.5
703,,1.0,5879,703045.5
704,,1.0,5760,725501.5
705,,1.0,5353,563098.5
706,,1.0,5182,590455.5
707,0.06705422393371567,9.0,5154,591071.5
708,,9.0,5229,591718.0
709,,9.0,5205,584078.5
710,,9.0,5192,524625.5
711,,9.0,4623,740550.5
712,,9.0,5256,352775.0
713,,9.0,5046,386897.0
714,,9.0,5362,720025.5
715,,9.0,4897,498162.0
716,,9.0,4208,811963.0
717,,9.0,5241,737756.5
718,0.26694233052708455,11.0,4288,773111.0
719,,11.0,4889,685901.5
720,,11.0,4700,812247.0
721,0.05017411086800292,3.0,4503,862417.0
722,0.04976219231328952,1.0,4571,837624.5
723,0.06222908077782758,1.0,4335,772995.0
724,0.08173624866502628,1.0,4252,750284.0
725,0.08226659726881605,1.0,4264,816676.0
726,0.08264318593563953,1.0,3794,522958.5
727,0.08403334182572907,1.0,3993,867250.0
728,0.08168432702409358,1.0,4126,807827.0
729,0.08543544928389127,1.0,4194,786865.0
730,0.08670566542524641,1.0,3921,862298.5
731,0.09464592333470345,1.0,3874,878975.0
732,0.09590509202669383,1.0,4642,458633.0
733,0.09188415145731377,1.0,4565,878034.0
734,0.08927223847305599,1.0,4345,914492.5
735,0.05433480886262415,1.0,5342,777366.5
736,0.09678393649670895,1.0,5704,495677.5
737,0.08872195600191832,1.0,5631,630894.0
738,,1.0,5133,603651.0
739,,1.0,4493,721455.0
740,,1.0,4525,672459.0
741,,1.0,4203,580639.5
742,,1.0,4107,738650.5
743,,1.0,3419,885596.5
744,0.25656685225562414,7.0,3021,944921.0
745,0.253246906722984,1.0,2920,1034818.5
746,0.11283197448478613,1.0,3027,1054615.5
747,,1.0,2873,1109718.5
748,,1.0,4176,538754.0
749,,1.0,5805,396414.0
750,,1.0,5070,389412.5
751,,1.0,5950,354651.0
752,0.01845618497700861,6.0,5718,465370.0
753,,6.0,5422,548814.5
754,,6.0,5165,816326.5
755,,6.0,5285,873118.0
756,,6.0,5440,841576.5
757,,6.0,4780,914610.0
758,,6.0,4644,947694.0
759,,6.0,4025,1045637.5
760,,6.0,4667,1015545.5
761,,6.0,5175,1018165.5
762,,6.0,5019,789579.5
763,0.028287035122387044,11.0,6665,552903.0
764,0.0042984713392333245,1.0,6424,522578.0
765,,1.0,6510,677389.5
766,,1.0,5970,692324.0
767,,1.0,5772,574759.5
768,,1.0,5658,861612.0
769,,1.0,5856,540611.5
770,,1.0,6998,479056.0
771,,1.0,5876,849772.5
772,,1.0,6520,430323.5
773,,1.0,4755,954896.5
774,,1.0,5230,528000.5
775,,1.0,5015,899485.0
776,,1.0,5233,507736.5
777,,1.0,5442,475286.5
778,,1.0,5506,807299.0
779,,1.0,5615,666682.0
780,,1.0,5248,404567.5
781,,1.0,6073,294587.5
782,,1.0,6034,509957.5
783,,1.0,6405,346302.5
784,,1.0,5873,325437.5
785,,1.0,6663,308830.0
786,,1.0,7079,694197.5
787,,1.0,7498,697748.5
788,,1.0,7048,377588.5
789,,1.0,7159,354627.0
790,,1.0,7040,372648.5
791,,1.0,6699,362032.0
792,,1.0,6141,491619.5
793,,1.0,5816,743618.5
794,,1.0,5629,667227.5
795,,1.0,4789,860897.0
796,,1.0,4031,745582.5
797,,1.0,6018,506587.0
798,,1.0,5408,320144.0
799,,1.0,5843,292952.0
800,,1.0,5934,547969.0
801,,1.0,6478,437249.0
802,,1.0,6617,266954.5
803,,1.0,7808,232089.5
804,,1.0,7774,214135.5
805,,1.0,7626,198462.0
806,,1.0,7243,437931.0
807,,1.0,7494,486836.5
808,,1.0,5123,680414.0
809,,1.0,3248,861355.0
810,0.06726625366359001,46.0,4079,791166.0
811,0.08252276097267199,1.0,4410,751816.0
812,0.09089123021325346,1.0,5187,412787.5
813,0.07003006943218469,1.0,5211,660782.0
814,0.04023400370490527,1.0,5657,321929.5
815,0.024441187120332712,1.0,5110,699030.0
816,0.03222457198937698,1.0,4921,720317.5
817,0.09329248690087741,1.0,4374,805955.5
818,0.07277595723278761,1.0,5147,781771.5
819,0.012661792131889974,1.0,4396,873524.0
820,,1.0,5388,800884.0
821,0.06063005624245669,2.0,4770,828283.0
822,0.011708584564375828,1.0,4601,850043.0
823,,1.0,3832,943568.5
824,0.0874451756373641,2.0,4607,1081467.5
825,0.0888579450240608,1.0,3844,1033578.0
826,0.0708823822073555,1.0,4807,977890.5
827,0.013215596579680144,1.0,4768,609686.0
828,0.03452125763415889,1.0,4740,988236.5
829,0.05646300252518205,1.0,4245,539127.0
830,0.08065187574681026,1.0,3868,584120.0
831,0.0860207605879094,1.0,5227,449789.0
832,0.08685267477606723,1.0,5380,501385.0
833,0.08899780048726642,1.0,4983,569801.5
834,0.09695824079553639,1.0,4881,529160.0
835,0.139210849968414,1.0,4187,953525.0
836,0.1558441957567785,1.0,5050,798098.5
837,0.1559939342789199,1.0,4689,596721.5
838,0.14906868865758918,1.0,5483,573725.0
839,,1.0,4369,522092.0
840,,1.0,5966,886445.0
841,,1.0,6485,611588.0
842,,1.0,6775,545523.0
843,,1.0,7601,317339.5
844,,1.0,6173,450050.5
845,,1.0,5096,559508.5
846,,1.0,6114,450204.0
847,,1.0,6528,398214.5
848,,1.0,6278,429585.5
849,,1.0,7156,389926.0
850,,1.0,7038,404439.5
851,,1.0,5952,483758.0
852,,1.0,5811,484327.0
853,,1.0,5555,483438.5
854,,1.0,6082,415569.5
855,,1.0,6089,417202.0
856,,1.0,5690,402833.5
857,,1.0,6030,482575.0
858,,1.0,6600,304249.0
859,,1.0,6126,241525.0
860,,1.0,5350,259740.5
861,,1.0,5805,305771.5
862,,1.0,6032,364930.5
863,,1.0,6031,407177.5
864,0.0640948880174105,26.0,5594,413502.5
865,,26.0,5135,611857.0
866,,26.0,5576,410705.0
867,,26.0,5705,552278.5
868,,26.0,6044,561624.0
869,,26.0,6904,310379.5
870,,26.0,6779,345843.5
871,,26.0,5081,676136.5
872,,26.0,4611,757666.5
873,,26.0,4616,825097.0
874,,26.0,6579,287577.0
875,,26.0,7062,351838.0
876,0.02719325891188919,12.0,6634,488453.0
877,,12.0,6598,470084.5
878,,12.0,6023,555588.0
879,,12.0,5773,496122.0
880,,12.0,5614,644611.0
881,,12.0,5450,664267.0
882,0.17280734919604268,6.0,5841,319650.0
883,0.1600458260453869,1.0,5979,287725.0
884,0.15919493164905402,1.0,4881,532757.5
885,0.15020977388906054,1.0,5512,636785.0
886,0.15134494234776702,1.0,6191,294042.0
887,0.1393374634653337,1.0,5906,315628.0
888,0.10806751703548724,1.0,5630,335868.5
889,0.0979420301296275,1.0,5842,372656.0
890,0.09200490754851164,1.0,5366,315291.5
891,0.0046591163493911805,1.0,6154,311300.0
892,0.039785508170446245,1.0,5819,372270.0
893,0.013345999461198015,1.0,6358,320363.5
894,0.03445019506378859,1.0,6702,459252.0
895,0.05625571312444758,1.0,7197,192904.5
896,0.010623683989762434,1.0,7221,261630.0
897,0.06267951626475853,1.0,6906,299813.0
898,0.03591934302552534,1.0,6707,277377.5
899,0.10353471299122755,1.0,6312,383550.0
900,0.06202896624742908,1.0,5278,731003.5
901,0.086700686340557,1.0,6207,498920.5
902,0.09172494189789028,1.0,5516,373446.0
903,0.09799437558883517,1.0,5932,356703.5
904,0.12403434660992675,1.0,6011,359588.0
905,0.11989473868611282,1.0,6139,348949.0
906,0.15313592496425807,1.0,6083,344913.5
907,0.16250187062030055,1.0,5965,354102.0
908,0.14412582392378637,1.0,5905,351896.0
909,0.16511121614253493,1.0,5850,428174.5
910,0.13249906836224593,1.0,6413,316004.5
911,0.10086081372476878,1.0,5695,343948.5
912,0.06703214843672967,1.0,5784,362723.0
913,,1.0,5963,255374.5
914,,1.0,6409,343917.0
915,,1.0,6859,148341.0
916,0.15486628976633385,4.0,7589,213150.5
917,0.15339362863341124,1.0,7390,242376.5
918,,1.0,6383,369214.5
919,0.14197903528655648,2.0,5948,341661.0
920,0.19306951500279926,1.0,6458,338137.5
921,0.03701483589699806,1.0,6277,316409.0
922,0.18796358894115203,1.0,6233,377648.0
923,,1.0,6193,263044.0
924,0.2193568194774085,2.0,6759,432273.0
925,,2.0,6979,371198.0
926,,2.0,6361,418866.5
927,,2.0,6633,244972.5
928,,2.0,7214,389401.5
929,,2.0,7387,325858.0
930,,2.0,6751,435917.5
931,,2.0,7361,450417.5
932,,2.0,7683,249549.0
933,,2.0,8192,249960.5
934,,2.0,7756,271820.5
935,,2.0,6962,565668.0
936,,2.0,6364,252688.5
937,0.10619392695971064,13.0,6646,433029.5
938,0.11808531253261209,1.0,6432,479323.0
939,0.06602741531943854,1.0,5924,413816.5
940,0.12655717674727418,1.0,7387,316903.0
941,0.20467972745636465,1.0,6964,517202.5
942,0.1255505900586142,1.0,7211,608528.0
943,,1.0,6659,735941.0
944,0.16968603574648847,2.0,6285,375944.0
945,0.1562700491871485,1.0,5569,513182.5
946,0.11404102117022864,1.0,5796,395967.0
947,0.12698412826092564,1.0,6284,393408.5
948,0.11816495648578829,1.0,6319,427914.0
949,0.026545677292426663,1.0,6501,301452.0
950,0.08467680522663605,1.0,6521,520927.5
951,0.08533364783109423,1.0,6458,464580.0
952,0.08672048402762976,1.0,6412,502733.0
953,0.07854118700847379,1.0,6457,473743.5
954,,1.0,7950,255048.5
955,,1.0,8291,219535.0
956,,1.0,7921,311533.5
957,,1.0,7505,453731.5
958,,1.0,7585,214504.0
959,,1.0,6768,196713.5
960,,1.0,6612,192097.5
961,,1.0,6978,286195.5
962,,1.0,6728,415088.0
963,,1.0,6764,450278.5
964,,1.0,6454,419164.0
965,,1.0,5936,572192.0
966,,1.0,6009,625285.5
967,,1.0,6186,669590.5
968,,1.0,6321,428520.5
969,,1.0,6911,293449.0
970,,1.0,6912,365875.0
971,,1.0,7506,337055.5
972,,1.0,6886,297899.0
973,,1.0,6956,302753.5
974,,1.0,7283,287790.5
975,,1.0,8086,273804.5
976,,1.0,6392,378352.0
977,,1.0,6047,304746.0
978,,1.0,5312,403110.0
979,,1.0,6766,307979.5
980,,1.0,5966,332682.5
981,0.10024967391746517,28.0,6196,375412.5
982,,28.0,5714,312044.0
983,0.04794166235531346,2.0,7246,199595.0
984,0.1051799413638995,1.0,7699,140537.0
985,,1.0,6574,382108.5
986,0.22560996123321625,2.0,5345,600665.5
987,,2.0,6255,319730.5
988,0.1721857328694612,2.0,6134,275908.5
989,0.14367852568858608,1.0,6945,195104.5
990,0.14872012848823843,1.0,6719,163036.5
991,0.18362056913220764,1.0,6007,277183.0
992,0.12910054667258175,1.0,5894,327256.5
993,0.12085724476408606,1.0,6252,612882.5
994,0.14049640209076864,1.0,5815,576680.5
995,0.19850447884747613,1.0,5532,782432.0
996,,1.0,5532,597317.0
997,,1.0,6201,478134.5
998,,1.0,5720,465258.0
999,,1.0,6251,444375.0
1000,,1.0,8006,371752.5
1001,,1.0,6744,493120.0
1002,,1.0,6725,194011.0
1003,,1.0,6765,186727.5
1004,,1.0,7000,199411.5
1005,,1.0,6854,310200.5
1006,,1.0,6712,297610.5
1007,,1.0,7205,286559.0
1008,0.1116024069554446,13.0,7350,291665.0
1009,,13.0,7960,216381.0
1010,,13.0,7980,176863.0
1011,0.06094807810044379,3.0,8585,80363.0
1012,0.14380166420235946,1.0,8055,261189.5
1013,0.24826793412302994,1.0,7510,421997.0
1014,,1.0,7492,294505.0
1015,0.0523939038676663,2.0,7221,353251.0
1016,,2.0,7356,311940.0
1017,,2.0,8154,175975.0
1018,0.13973829746246452,3.0,7897,343180.0
1019,0.03564737834619952,1.0,7426,476325.5
1020,0.07490613460872868,1.0,7158,256820.5
1021,,1.0,8016,130928.5
1022,0.07027105400598509,2.0,8042,128632.5
1023,0.0659214130390178,1.0,7804,180581.0
1024,0.07444912069404377,1.0,6962,306431.0
1025,0.07217402040071612,1.0,7381,322821.5
1026,0.05707655579418603,1.0,7382,388511.5
1027,0.0364853419645608,1.0,7141,273539.5
1028,0.02987701422028169,1.0,6892,279690.0
1029,0.07512881128560807,1.0,6816,326411.5
1030,0.08335135968982392,1.0,6706,347853.0
1031,,1.0,6815,312834.5
1032,,1.0,7334,279145.5
1033,,1.0,7641,169315.5
1034,,1.0,7843,86192.5
1035,,1.0,7536,292557.0
1036,,1.0,7808,333748.0
1037,,1.0,7487,326728.0
1038,,1.0,7700,224702.5
1039,,1.0,7851,141235.5
1040,,1.0,7491,369307.0
1041,,1.0,7293,282982.0
1042,,1.0,7327,251708.0
1043,,1.0,7429,150312.0
1044,,1.0,6403,461648.5
1045,,1.0,6919,312076.0
1046,,1.0,7131,468942.0
1047,,1.0,7304,367791.5
1048,0.03708251597033353,18.0,7004,455426.0
1049,0.039935483081049016,1.0,6851,295964.0
1050,,1.0,6685,305511.0
1051,,1.0,6874,309381.0
1052,0.042481615235855946,3.0,7116,316050.5
1053,,3.0,7564,323246.0
1054,,3.0,7364,321144.0
1055,,3.0,7246,339803.5
1056,,3.0,6807,356970.0
1057,0.03417486624704442,5.0,6621,373517.0
1058,,5.0,6430,360500.0
1059,0.026792354614221775,2.0,7061,310675.5
1060,,2.0,6742,363788.5
1061,,2.0,5774,638090.5
1062,,2.0,6530,418678.0
1063,,2.0,6594,410402.5
1064,,2.0,6822,415135.5
1065,,2.0,6749,416124.5
1066,,2.0,6748,438009.0
1067,,2.0,6508,456621.5
1068,,2.0,7124,418560.5
1069,,2.0,7278,404087.0
1070,,2.0,7545,403809.0
1071,,2.0,7838,339968.5
1072,,2.0,7568,417017.0
1073,,2.0,7434,409072.0
1074,,2.0,7646,372547.5
1075,,2.0,7613,370218.0
1076,,2.0,7649,368574.0
1077,,2.0,7466,352952.0
1078,,2.0,7346,383036.5
1079,,2.0,7201,403261.5
1080,0.09023806414153841,21.0,7438,399806.0
1081,0.08750627183563674,1.0,7506,377628.0
1082,0.07409183030431962,1.0,7041,294305.5
1083,,1.0,6493,293561.5
1084,,1.0,6806,300099.0
1085,,1.0,7259,294556.0
1086,,1.0,7341,323513.0
1087,,1.0,7332,338122.0
1088,,1.0,7399,333377.5
1089,,1.0,7760,312183.0
1090,,1.0,7709,320802.5
1091,,1.0,7925,294807.0
1092,,1.0,7652,291256.5
1093,,1.0,6999,308282.5
1094,,1.0,6831,324679.5
1095,,1.0,7087,326141.5
1096,,1.0,7449,341541.5
1097,,1.0,7508,344111.5
1098,,1.0,7242,339300.5
1099,,1.0,7003,332039.0
1100,,1.0,7552,287803.0
1101,,1.0,7542,161623.5
1102,,1.0,7689,201522.5
1103,,1.0,7715,278258.0
1104,,1.0,7258,289472.5
1105,,1.0,7172,167366.0
1106,,1.0,6813,182443.5
1107,,1.0,6606,200556.0
1108,,1.0,6587,209641.5
1109,,1.0,6731,219534.0
1110,,1.0,6698,285549.0
1111,,1.0,6865,284127.0
1112,,1.0,6941,295750.5
1113,,1.0,7124,268909.5
1114,,1.0,7877,234417.5
1115,,1.0,7717,135832.5
1116,,1.0,7504,213012.5
1117,,1.0,7646,186619.5
1118,0.03167329601433139,36.0,7834,206363.0
1119,0.023158260734185084,1.0,6988,267730.5
1120,0.01590060619200458,1.0,6772,282295.0
1121,0.05513007188650762,1.0,6778,281820.5
1122,0.004461986909412431,1.0,6554,284217.5
1123,0.007267941139019825,1.0,6993,288266.0
1124,0.058575490719427435,1.0,7207,284834.0
1125,,1.0,7054,291558.5
1126,,1.0,6657,292792.5
1127,,1.0,6562,282464.0
1128,,1.0,7678,216045.0
1129,0.133470356277877,5.0,7969,162275.0
1130,,5.0,7517,176955.0
1131,,5.0,6838,246946.5
1132,,5.0,6482,246646.5
1133,,5.0,6357,241026.0
1134,,5.0,6339,252305.0
1135,,5.0,6322,255624.5
1136,0.0564217579214049,7.0,6780,255609.0
1137,,7.0,6860,240803.5
1138,,7.0,7043,213572.5
1139,0.061989340979517644,3.0,7785,213959.0
1140,,3.0,7870,172031.5
1141,,3.0,8027,151679.0
1142,0.08370944941840637,3.0,7734,149826.5
1143,,3.0,7859,196308.0
1144,,3.0,8028,205259.5
1145,0.06517965091442834,3.0,8572,126256.0
1146,0.05717333986796822,1.0,7650,127527.0
1147,,1.0,7918,149213.5
1148,,1.0,7533,120680.0
1149,,1.0,7327,131708.5
1150,,1.0,7444,110243.0
1151,,1.0,7484,314195.5
1152,,1.0,7810,172203.5
1153,0.0029806825066706123,7.0,8110,155422.0
1154,,7.0,8113,283611.5
1155,,7.0,8220,283960.5
1156,,7.0,7944,162957.0
1157,,7.0,7393,132447.5
1158,0.036195206550178376,5.0,7272,154026.5
1159,,5.0,6695,211502.5
1160,,5.0,7171,245336.5
1161,,5.0,7135,351425.5
1162,,5.0,7494,217025.5
1163,,5.0,7922,256272.5
1164,,5.0,7352,262586.5
1165,,5.0,7033,242209.5
1166,,5.0,7522,149249.5
1167,,5.0,6865,320319.0
1168,,5.0,6759,336613.0
1169,,5.0,6803,297773.0
1170,,5.0,6574,295220.0
1171,,5.0,6563,225159.5
1172,0.014576124931447745,14.0,6876,146567.0
1173,0.02799222573260913,1.0,6515,103793.0
1174,0.020703491248162707,1.0,5854,146550.5
1175,0.02614320926728715,1.0,5911,136292.0
1176,0.016991542895915833,1.0,6092,165526.5
1177,0.029262185520278525,1.0,6249,202901.0
1178,0.07688612810196416,1.0,6046,201646.0
1179,0.09392640347312917,1.0,5911,196241.0
1180,0.08446103865514991,1.0,5434,391771.0
1181,0.06971399346458264,1.0,6150,291216.5
1182,0.056700576915188025,1.0,6106,96449.0
1183,0.01753169538481341,1.0,5977,115118.0
1184,0.015180953946390286,1.0,6361,113532.0
1185,0.037999981470481316,1.0,6614,120542.0
1186,0.04254553089398163,1.0,7115,311480.5
1187,0.04822209120414312,1.0,8325,148615.5
1188,0.06522984176976225,1.0,7695,92488.5
1189,0.07378078631821067,1.0,8125,82108.0
1190,0.08392288162065879,1.0,7561,140794.5
1191,0.0938446644378357,1.0,7792,135050.5
1192,0.09705228667558943,1.0,7930,136879.5
1193,0.11215102673433792,1.0,8185,135236.5
1194,0.09057039422391955,1.0,8129,262240.0
1195,0.11223660812825725,1.0,7931,229682.0
1196,0.07669716377323824,1.0,7974,154203.0
1197,,1.0,7627,174208.5
1198,,1.0,6688,143500.0
1199,0.07435241983072574,3.0,6765,170860.5
1200,0.03122856479582547,1.0,7399,190724.5
1201,,1.0,8353,214894.0
1202,,1.0,6765,163070.0
1203,,1.0,6804,105944.0
1204,,1.0,6197,306451.5
1205,,1.0,6209,280966.5
1206,,1.0,6325,125432.5
1207,,1.0,6666,96757.5
1208,,1.0,6956,80100.0
1209,,1.0,7241,89534.0
1210,,1.0,7219,75023.0
1211,,1.0,7186,104072.5
1212,,1.0,7411,115814.0
1213,,1.0,7124,116792.5
1214,,1.0,7307,129851.5
1215,,1.0,7265,237844.0
1216,,1.0,6900,284353.0
1217,,1.0,6621,268452.0
1218,,1.0,6989,260467.5
1219,,1.0,6617,275119.5
1220,,1.0,6911,263149.5
1221,,1.0,7395,339513.5
1222,,1.0,7535,410093.5
1223,,1.0,7604,318552.0
1224,,1.0,7552,341828.5
1225,,1.0,7283,419064.0
1226,,1.0,7193,449546.5
1227,,1.0,7449,402887.5
1228,,1.0,7911,340680.5
1229,,1.0,8018,158470.5
1230,,1.0,7276,415109.5
1231,,1.0,7347,392515.5
1232,,1.0,6498,395400.5
1233,,1.0,7280,321433.0
1234,,1.0,7427,262710.5
1235,,1.0,6835,395060.0
1236,,1.0,6557,432445.0
1237,,1.0,6165,336869.5
1238,,1.0,7577,462871.0
1239,,1.0,7665,435139.5
1240,,1.0,7820,453907.5
1241,,1.0,7819,788724.5
1242,,1.0,6277,958746.0
1243,,1.0,2839,1275841.0
1244,,1.0,1446,1416452.5
